user_id,appointment_id,center_id,service_type,day_of_week,hour,previous_no_show_count,notification_sent,no_show
37906,22309,Center_4,إصدار,Sun,9,1,1,1
83185,22310,Center_1,بدل تالف,Thu,10,0,0,0
23193,22311,Center_3,بدل تالف,Tue,9,0,1,0
91449,22312,Center_3,تجديد,Fri,14,1,1,0
74042,22313,Center_1,بدل تالف,Thu,19,1,1,0
69516,22314,Center_3,إصدار,Fri,18,0,0,0
91165,22315,Center_3,إصدار,Mon,8,2,1,1
40692,22316,Center_3,تجديد,Wed,14,1,1,0
80490,22317,Center_3,إصدار,Tue,12,2,1,0
43512,22318,Center_1,تجديد,Tue,16,0,1,0
20719,22319,Center_1,إصدار,Fri,14,2,1,0
65427,22320,Center_2,إصدار,Mon,21,0,0,0
37649,22321,Center_4,إصدار,Sat,8,1,0,0
22402,22322,Center_4,تجديد,Wed,9,2,0,1
19216,22323,Center_2,تجديد,Thu,13,1,1,0
41050,22324,Center_1,إصدار,Mon,9,0,1,0
60093,22325,Center_2,إصدار,Thu,21,0,0,0
15050,22326,Center_3,إصدار,Fri,11,3,1,0
56716,22327,Center_3,بدل تالف,Mon,8,5,1,1
12438,22328,Center_4,توثيق,Sun,15,0,1,0
57431,22329,Center_1,توثيق,Mon,16,1,0,0
26760,22330,Center_4,بدل تالف,Mon,16,1,0,1
87614,22331,Center_2,توثيق,Wed,21,2,1,1
26473,22332,Center_4,توثيق,Mon,20,0,0,0
53815,22333,Center_4,توثيق,Thu,15,2,1,0
72460,22334,Center_3,إصدار,Mon,18,1,1,0
19257,22335,Center_4,بدل تالف,Sat,20,0,1,1
97986,22336,Center_2,إصدار,Tue,16,2,1,1
35634,22337,Center_1,توثيق,Wed,11,0,1,0
70403,22338,Center_4,بدل تالف,Sat,10,1,1,0
56573,22339,Center_1,بدل تالف,Thu,13,0,0,1
38648,22340,Center_2,إصدار,Wed,10,3,1,1
58980,22341,Center_4,تجديد,Fri,8,1,0,0
20296,22342,Center_1,بدل تالف,Tue,19,3,0,1
70197,22343,Center_3,تجديد,Fri,12,3,1,0
31959,22344,Center_3,توثيق,Mon,17,3,1,0
24570,22345,Center_2,بدل تالف,Mon,20,4,1,0
45423,22346,Center_4,تجديد,Thu,18,0,0,0
90263,22347,Center_2,تجديد,Sun,11,1,1,0
27899,22348,Center_1,إصدار,Fri,16,1,0,0
45785,22349,Center_1,تجديد,Tue,12,1,1,0
72806,22350,Center_2,توثيق,Mon,18,2,1,0
66963,22351,Center_1,توثيق,Wed,9,0,1,0
87875,22352,Center_2,بدل تالف,Thu,8,0,1,1
44341,22353,Center_2,إصدار,Fri,16,0,0,1
15597,22354,Center_3,إصدار,Wed,9,1,0,1
20244,22355,Center_1,إصدار,Sun,14,2,1,0
13796,22356,Center_2,توثيق,Mon,20,0,1,0
85589,22357,Center_3,تجديد,Wed,13,3,0,1
38528,22358,Center_2,توثيق,Thu,18,0,0,0
28648,22359,Center_1,توثيق,Tue,12,1,1,1
93967,22360,Center_3,تجديد,Thu,9,3,1,0
10535,22361,Center_1,توثيق,Sun,19,2,1,0
58469,22362,Center_4,بدل تالف,Mon,15,0,1,0
74912,22363,Center_4,بدل تالف,Thu,13,1,1,1
54493,22364,Center_4,بدل تالف,Fri,15,1,1,0
82417,22365,Center_4,بدل تالف,Mon,11,1,0,0
55785,22366,Center_3,بدل تالف,Sun,17,3,1,0
95017,22367,Center_1,إصدار,Fri,13,0,1,0
76561,22368,Center_2,توثيق,Fri,16,2,1,0
40869,22369,Center_2,تجديد,Sat,10,1,1,1
75094,22370,Center_2,إصدار,Thu,18,1,1,0
40192,22371,Center_1,تجديد,Wed,16,0,1,0
79157,22372,Center_3,توثيق,Wed,21,1,1,1
96483,22373,Center_1,إصدار,Sun,13,1,1,0
89941,22374,Center_4,تجديد,Mon,19,0,1,1
67544,22375,Center_2,بدل تالف,Sat,8,1,1,1
14403,22376,Center_1,إصدار,Tue,11,0,1,0
46091,22377,Center_4,بدل تالف,Fri,12,2,1,0
62510,22378,Center_4,إصدار,Mon,9,0,0,0
98061,22379,Center_3,توثيق,Wed,14,2,1,0
15017,22380,Center_2,إصدار,Fri,11,0,1,1
49203,22381,Center_1,توثيق,Sun,16,1,1,0
66473,22382,Center_4,إصدار,Sat,17,0,1,0
62123,22383,Center_4,توثيق,Fri,11,0,1,0
58260,22384,Center_2,بدل تالف,Wed,16,2,0,1
55938,22385,Center_1,توثيق,Wed,12,2,1,0
67929,22386,Center_1,بدل تالف,Thu,13,1,1,0
95265,22387,Center_2,إصدار,Mon,16,1,1,0
47372,22388,Center_4,إصدار,Sun,20,2,0,0
63252,22389,Center_3,إصدار,Sat,17,1,1,1
24628,22390,Center_2,إصدار,Mon,14,0,1,0
22501,22391,Center_4,بدل تالف,Tue,20,0,1,0
40131,22392,Center_3,تجديد,Wed,11,0,0,0
99102,22393,Center_2,تجديد,Mon,20,2,0,0
99360,22394,Center_2,توثيق,Thu,16,2,0,0
78348,22395,Center_4,إصدار,Wed,11,2,1,0
19402,22396,Center_2,إصدار,Mon,12,2,1,0
65956,22397,Center_1,تجديد,Sun,16,1,0,1
61920,22398,Center_1,تجديد,Thu,15,3,1,0
36000,22399,Center_3,إصدار,Sat,17,1,1,1
99795,22400,Center_2,إصدار,Sun,13,4,0,1
77462,22401,Center_1,تجديد,Fri,18,1,1,0
76392,22402,Center_4,بدل تالف,Wed,13,0,0,0
15988,22403,Center_4,إصدار,Wed,14,1,0,0
84279,22404,Center_4,تجديد,Mon,21,0,1,0
66999,22405,Center_1,بدل تالف,Thu,8,0,1,0
79674,22406,Center_2,تجديد,Mon,11,1,1,0
91618,22407,Center_2,إصدار,Mon,21,0,1,0
63426,22408,Center_2,توثيق,Wed,15,1,1,0
68824,22409,Center_3,تجديد,Sat,21,3,0,1
84399,22410,Center_2,توثيق,Fri,17,3,1,0
70659,22411,Center_1,توثيق,Tue,17,0,0,1
47790,22412,Center_1,إصدار,Tue,14,1,0,0
32118,22413,Center_2,بدل تالف,Tue,9,4,0,0
62025,22414,Center_4,توثيق,Tue,14,1,0,0
69938,22415,Center_3,بدل تالف,Sun,12,2,0,1
15149,22416,Center_3,إصدار,Sat,17,0,0,0
48079,22417,Center_1,إصدار,Tue,13,1,1,1
12484,22418,Center_3,إصدار,Fri,17,0,1,0
65474,22419,Center_4,بدل تالف,Sat,18,0,0,0
58601,22420,Center_2,تجديد,Thu,20,1,0,0
53809,22421,Center_3,توثيق,Sat,8,1,1,0
30791,22422,Center_3,إصدار,Tue,8,1,1,1
79343,22423,Center_1,توثيق,Thu,19,3,1,1
36648,22424,Center_4,بدل تالف,Sun,15,0,1,0
41090,22425,Center_1,بدل تالف,Mon,17,1,1,0
27857,22426,Center_1,توثيق,Mon,14,1,0,0
72327,22427,Center_3,تجديد,Sun,19,2,1,0
52967,22428,Center_1,إصدار,Wed,8,2,1,0
63709,22429,Center_1,تجديد,Fri,17,1,1,0
77948,22430,Center_3,توثيق,Tue,9,1,1,0
58861,22431,Center_3,إصدار,Thu,8,1,1,0
78718,22432,Center_3,إصدار,Wed,9,4,0,1
30948,22433,Center_2,توثيق,Sat,20,0,1,0
43782,22434,Center_4,إصدار,Mon,14,1,0,0
60756,22435,Center_2,تجديد,Wed,17,1,1,0
92789,22436,Center_3,بدل تالف,Fri,17,0,1,1
78388,22437,Center_4,بدل تالف,Sat,19,1,1,0
94528,22438,Center_1,توثيق,Sat,14,1,0,1
76809,22439,Center_4,بدل تالف,Sun,18,2,0,0
17649,22440,Center_3,بدل تالف,Sat,16,4,1,1
39002,22441,Center_2,توثيق,Wed,16,2,0,0
44723,22442,Center_4,توثيق,Sat,21,1,1,0
84314,22443,Center_1,إصدار,Fri,16,1,0,0
80085,22444,Center_2,توثيق,Tue,14,1,1,0
91399,22445,Center_2,تجديد,Thu,19,0,0,1
21809,22446,Center_2,توثيق,Sun,15,0,1,0
68169,22447,Center_2,إصدار,Tue,14,2,1,0
18302,22448,Center_1,إصدار,Wed,13,1,0,0
18100,22449,Center_3,توثيق,Thu,17,2,1,1
78447,22450,Center_1,تجديد,Sat,18,5,1,1
87627,22451,Center_3,إصدار,Fri,11,2,1,0
84635,22452,Center_3,تجديد,Wed,10,0,1,0
65020,22453,Center_4,إصدار,Sat,12,1,0,0
15663,22454,Center_1,بدل تالف,Sat,21,0,0,1
54649,22455,Center_3,إصدار,Sat,21,1,1,1
57136,22456,Center_1,إصدار,Fri,12,1,1,0
46104,22457,Center_1,إصدار,Sun,11,1,1,0
49137,22458,Center_3,إصدار,Wed,19,2,1,1
12534,22459,Center_3,إصدار,Sun,10,1,1,0
77762,22460,Center_2,توثيق,Sat,11,1,1,1
62445,22461,Center_4,توثيق,Thu,9,0,1,0
19585,22462,Center_3,تجديد,Fri,14,0,1,1
86438,22463,Center_3,بدل تالف,Sun,19,1,0,1
46392,22464,Center_3,توثيق,Sun,19,0,1,0
94267,22465,Center_4,بدل تالف,Mon,21,2,0,1
93324,22466,Center_1,تجديد,Sun,15,1,0,0
41126,22467,Center_2,تجديد,Wed,17,1,1,0
52485,22468,Center_2,إصدار,Tue,8,0,1,1
55798,22469,Center_1,توثيق,Wed,8,1,1,0
78310,22470,Center_4,إصدار,Fri,12,2,0,0
19017,22471,Center_4,إصدار,Fri,19,2,0,0
35700,22472,Center_3,تجديد,Fri,14,3,1,1
46507,22473,Center_4,إصدار,Wed,12,2,1,0
57679,22474,Center_4,تجديد,Tue,14,0,1,0
99938,22475,Center_3,توثيق,Sun,19,0,1,1
47232,22476,Center_1,توثيق,Tue,9,3,1,0
99661,22477,Center_2,إصدار,Fri,10,0,1,0
34020,22478,Center_1,تجديد,Tue,11,2,1,0
67172,22479,Center_1,توثيق,Wed,12,0,0,0
23746,22480,Center_3,بدل تالف,Thu,20,0,1,0
73537,22481,Center_1,توثيق,Wed,11,1,0,0
14094,22482,Center_4,تجديد,Thu,14,1,1,0
78466,22483,Center_1,إصدار,Mon,12,3,1,1
40755,22484,Center_1,تجديد,Fri,12,1,1,0
21552,22485,Center_3,إصدار,Sat,9,1,1,0
69491,22486,Center_3,توثيق,Sun,20,1,1,0
29779,22487,Center_2,إصدار,Tue,8,1,0,1
39000,22488,Center_4,إصدار,Wed,8,1,1,0
95639,22489,Center_4,إصدار,Thu,18,5,1,1
63953,22490,Center_2,إصدار,Wed,15,2,1,1
67564,22491,Center_2,بدل تالف,Sun,8,2,1,0
24102,22492,Center_3,بدل تالف,Mon,16,3,1,0
11861,22493,Center_2,إصدار,Wed,9,2,1,1
53574,22494,Center_1,تجديد,Tue,19,2,0,1
42682,22495,Center_2,تجديد,Sun,15,3,1,0
88819,22496,Center_1,توثيق,Tue,9,1,1,0
87972,22497,Center_2,بدل تالف,Sat,15,1,1,0
75185,22498,Center_3,توثيق,Wed,20,2,1,1
84426,22499,Center_4,توثيق,Thu,16,1,0,1
58120,22500,Center_1,بدل تالف,Sun,15,0,0,0
48297,22501,Center_4,إصدار,Wed,20,1,1,0
18299,22502,Center_1,تجديد,Sat,13,1,1,0
51348,22503,Center_4,توثيق,Sun,14,0,0,0
51384,22504,Center_3,تجديد,Fri,21,2,0,1
86693,22505,Center_1,إصدار,Tue,21,0,1,0
42687,22506,Center_2,توثيق,Tue,11,2,0,0
74577,22507,Center_3,تجديد,Sat,11,2,1,0
70047,22508,Center_4,بدل تالف,Wed,18,2,1,0
20191,22509,Center_1,توثيق,Sun,10,0,0,0
66884,22510,Center_3,إصدار,Tue,17,1,1,0
64911,22511,Center_4,توثيق,Tue,16,0,0,0
87303,22512,Center_1,توثيق,Wed,21,1,1,0
93447,22513,Center_1,تجديد,Fri,12,0,1,1
53726,22514,Center_3,تجديد,Sat,15,1,0,1
44623,22515,Center_4,بدل تالف,Sat,10,1,1,0
93517,22516,Center_4,إصدار,Sat,19,0,1,1
60000,22517,Center_1,بدل تالف,Tue,11,1,1,0
81494,22518,Center_4,تجديد,Fri,10,0,1,0
90241,22519,Center_2,إصدار,Fri,19,0,1,0
73027,22520,Center_2,بدل تالف,Tue,16,1,1,0
68995,22521,Center_1,توثيق,Fri,8,0,1,0
52876,22522,Center_4,بدل تالف,Tue,17,1,0,0
61070,22523,Center_1,إصدار,Thu,16,1,1,0
76224,22524,Center_2,توثيق,Thu,18,0,1,0
35365,22525,Center_1,تجديد,Tue,18,2,1,0
39663,22526,Center_1,توثيق,Tue,15,1,1,0
75436,22527,Center_3,إصدار,Tue,8,0,1,0
93275,22528,Center_3,توثيق,Mon,18,0,1,0
73211,22529,Center_2,بدل تالف,Thu,17,1,0,0
20909,22530,Center_4,بدل تالف,Sun,17,1,0,1
70883,22531,Center_2,توثيق,Sat,11,2,1,0
22713,22532,Center_4,إصدار,Sun,17,0,1,0
22614,22533,Center_4,إصدار,Thu,20,0,0,1
30734,22534,Center_3,إصدار,Wed,8,0,1,0
40709,22535,Center_3,إصدار,Sat,21,2,1,0
32885,22536,Center_2,بدل تالف,Thu,18,1,1,0
81622,22537,Center_2,إصدار,Sat,18,1,0,0
88267,22538,Center_2,إصدار,Tue,9,0,1,0
96128,22539,Center_3,توثيق,Fri,17,0,0,1
23341,22540,Center_3,توثيق,Tue,9,1,0,0
49435,22541,Center_1,بدل تالف,Wed,18,0,0,1
22976,22542,Center_2,بدل تالف,Sun,12,0,0,0
92910,22543,Center_1,بدل تالف,Sun,10,2,1,0
87869,22544,Center_4,إصدار,Fri,15,0,1,0
15290,22545,Center_2,توثيق,Sun,9,1,0,1
55812,22546,Center_3,توثيق,Wed,20,1,1,1
60528,22547,Center_2,إصدار,Mon,17,1,0,1
68570,22548,Center_2,تجديد,Sun,12,2,1,0
66399,22549,Center_3,إصدار,Sat,13,5,0,1
58437,22550,Center_3,تجديد,Sat,21,0,1,0
99122,22551,Center_4,إصدار,Tue,17,3,1,0
67907,22552,Center_2,بدل تالف,Thu,12,2,0,0
91876,22553,Center_2,تجديد,Tue,8,0,1,0
58723,22554,Center_2,تجديد,Sun,20,3,1,0
45655,22555,Center_2,بدل تالف,Sun,14,1,1,0
65833,22556,Center_4,تجديد,Tue,13,0,0,1
90096,22557,Center_2,توثيق,Thu,17,1,1,0
33997,22558,Center_4,إصدار,Sat,11,3,1,0
76876,22559,Center_4,تجديد,Thu,17,0,1,0
36013,22560,Center_3,بدل تالف,Wed,14,1,1,0
42862,22561,Center_2,إصدار,Wed,19,1,1,1
62448,22562,Center_3,تجديد,Wed,18,0,1,0
97818,22563,Center_4,إصدار,Sun,20,0,1,1
55608,22564,Center_1,تجديد,Wed,20,1,0,1
94612,22565,Center_1,توثيق,Mon,17,2,1,0
50894,22566,Center_2,بدل تالف,Thu,14,0,1,0
95201,22567,Center_1,توثيق,Fri,18,1,1,0
60649,22568,Center_3,توثيق,Sun,21,1,1,0
72104,22569,Center_1,تجديد,Thu,17,1,0,0
86459,22570,Center_1,توثيق,Mon,16,2,1,0
49821,22571,Center_4,بدل تالف,Sun,8,2,1,0
57940,22572,Center_3,إصدار,Sun,13,0,1,1
20935,22573,Center_2,إصدار,Wed,19,2,1,0
99577,22574,Center_3,إصدار,Sun,13,1,0,0
22467,22575,Center_3,تجديد,Mon,20,6,1,0
21073,22576,Center_2,بدل تالف,Fri,19,1,0,0
17691,22577,Center_3,تجديد,Thu,13,0,1,0
56538,22578,Center_4,توثيق,Sat,21,0,1,0
34490,22579,Center_2,بدل تالف,Mon,19,0,1,0
25688,22580,Center_4,توثيق,Tue,15,2,0,0
60650,22581,Center_3,بدل تالف,Thu,20,1,1,0
23829,22582,Center_1,إصدار,Sun,16,0,1,0
13086,22583,Center_2,بدل تالف,Mon,11,0,1,0
12590,22584,Center_2,تجديد,Wed,20,0,1,1
49893,22585,Center_1,إصدار,Tue,13,1,1,0
83396,22586,Center_1,بدل تالف,Sat,8,2,1,0
48176,22587,Center_2,تجديد,Mon,20,0,1,0
77484,22588,Center_1,تجديد,Fri,12,2,1,0
36295,22589,Center_4,توثيق,Mon,9,0,0,0
48131,22590,Center_3,إصدار,Mon,16,1,1,1
54893,22591,Center_4,بدل تالف,Tue,19,0,0,0
21924,22592,Center_3,بدل تالف,Wed,13,1,1,1
20851,22593,Center_3,إصدار,Fri,20,2,1,0
17734,22594,Center_1,توثيق,Tue,17,2,1,0
52681,22595,Center_1,توثيق,Wed,15,4,0,0
15293,22596,Center_4,إصدار,Wed,18,2,1,0
63203,22597,Center_1,إصدار,Sat,14,1,0,1
23820,22598,Center_4,إصدار,Sun,13,1,1,0
77827,22599,Center_2,تجديد,Thu,15,2,1,0
57163,22600,Center_4,إصدار,Sun,10,0,0,0
22391,22601,Center_3,توثيق,Mon,17,1,1,0
51970,22602,Center_2,بدل تالف,Sun,8,1,0,1
56823,22603,Center_4,بدل تالف,Thu,18,0,0,0
40796,22604,Center_4,توثيق,Mon,19,1,1,0
93127,22605,Center_2,بدل تالف,Tue,14,1,0,0
46389,22606,Center_2,توثيق,Sun,17,3,0,1
13352,22607,Center_3,تجديد,Sat,12,1,1,1
93598,22608,Center_3,بدل تالف,Sat,9,1,0,1
38172,22609,Center_3,تجديد,Fri,11,2,0,0
20937,22610,Center_1,بدل تالف,Fri,17,2,1,0
90138,22611,Center_3,إصدار,Sat,19,1,0,0
98672,22612,Center_1,تجديد,Tue,19,1,1,0
76481,22613,Center_4,تجديد,Mon,17,1,1,0
95348,22614,Center_4,تجديد,Tue,9,3,1,0
83509,22615,Center_4,توثيق,Tue,9,2,0,0
33552,22616,Center_1,بدل تالف,Fri,12,2,1,0
24118,22617,Center_4,إصدار,Fri,20,1,0,1
21290,22618,Center_4,توثيق,Tue,21,0,1,0
35123,22619,Center_1,بدل تالف,Fri,19,1,0,1
91919,22620,Center_3,تجديد,Wed,18,1,1,0
69551,22621,Center_3,توثيق,Tue,14,1,1,0
62136,22622,Center_3,إصدار,Fri,17,3,1,1
73886,22623,Center_3,تجديد,Sun,13,2,1,0
85902,22624,Center_2,توثيق,Fri,18,2,0,0
77333,22625,Center_4,تجديد,Mon,8,0,1,0
54016,22626,Center_3,بدل تالف,Sat,8,4,0,1
31427,22627,Center_3,بدل تالف,Thu,17,0,1,0
12257,22628,Center_3,إصدار,Fri,8,1,0,0
77733,22629,Center_3,بدل تالف,Fri,10,1,1,0
18222,22630,Center_3,بدل تالف,Wed,8,1,0,0
35187,22631,Center_2,بدل تالف,Mon,17,1,1,0
89688,22632,Center_2,تجديد,Mon,11,0,1,0
30781,22633,Center_1,تجديد,Tue,12,0,1,1
21004,22634,Center_1,بدل تالف,Fri,20,1,0,1
67600,22635,Center_3,تجديد,Sat,20,3,1,0
35515,22636,Center_1,بدل تالف,Mon,19,2,1,0
90952,22637,Center_2,إصدار,Sun,8,1,1,0
81688,22638,Center_3,توثيق,Fri,12,2,1,0
82708,22639,Center_1,توثيق,Sat,10,1,1,0
13185,22640,Center_1,بدل تالف,Sun,8,0,1,0
64476,22641,Center_2,إصدار,Wed,11,1,1,0
41212,22642,Center_4,بدل تالف,Fri,21,1,1,0
84697,22643,Center_3,توثيق,Mon,12,1,1,0
58533,22644,Center_1,إصدار,Wed,8,0,0,0
93003,22645,Center_2,تجديد,Fri,19,0,1,0
97125,22646,Center_3,توثيق,Sun,9,1,1,0
47630,22647,Center_2,توثيق,Wed,13,0,1,1
78606,22648,Center_3,بدل تالف,Fri,20,2,1,0
84099,22649,Center_4,إصدار,Sun,9,4,1,1
26585,22650,Center_4,إصدار,Fri,9,1,1,0
59240,22651,Center_3,تجديد,Fri,15,1,1,0
24772,22652,Center_3,إصدار,Tue,20,5,1,0
89991,22653,Center_2,بدل تالف,Tue,18,1,1,0
81835,22654,Center_3,إصدار,Wed,15,1,1,0
85724,22655,Center_1,إصدار,Thu,17,2,1,0
97091,22656,Center_3,إصدار,Thu,11,0,0,0
27938,22657,Center_3,تجديد,Sun,10,0,0,0
31983,22658,Center_4,تجديد,Mon,9,1,0,0
22874,22659,Center_4,توثيق,Fri,15,0,1,0
70896,22660,Center_2,توثيق,Sat,9,3,1,0
56209,22661,Center_3,تجديد,Wed,20,0,0,1
42822,22662,Center_1,إصدار,Mon,20,2,0,0
30750,22663,Center_1,تجديد,Fri,15,1,1,0
52083,22664,Center_3,تجديد,Sun,8,1,0,1
37946,22665,Center_2,بدل تالف,Fri,21,1,1,1
11552,22666,Center_1,إصدار,Sun,20,1,1,0
83331,22667,Center_2,تجديد,Wed,12,3,1,1
15271,22668,Center_3,بدل تالف,Fri,16,3,1,1
90201,22669,Center_2,توثيق,Mon,18,2,1,0
75651,22670,Center_3,بدل تالف,Thu,13,1,0,0
38994,22671,Center_4,إصدار,Wed,14,1,1,1
37186,22672,Center_3,توثيق,Tue,21,1,1,0
40267,22673,Center_2,توثيق,Fri,8,0,1,0
49140,22674,Center_1,إصدار,Sun,20,2,0,0
34935,22675,Center_3,توثيق,Fri,18,2,0,0
41748,22676,Center_3,توثيق,Tue,15,0,0,0
13837,22677,Center_3,بدل تالف,Wed,13,1,0,0
74875,22678,Center_4,توثيق,Sun,8,1,1,0
72694,22679,Center_4,إصدار,Thu,8,0,1,0
19610,22680,Center_4,توثيق,Thu,13,1,0,1
38615,22681,Center_1,بدل تالف,Wed,16,1,1,0
86644,22682,Center_1,تجديد,Thu,20,0,1,0
32347,22683,Center_3,توثيق,Sat,17,3,0,1
44062,22684,Center_1,إصدار,Mon,16,0,1,0
65122,22685,Center_2,تجديد,Fri,10,1,1,0
58431,22686,Center_2,توثيق,Sun,20,1,1,1
83086,22687,Center_4,إصدار,Fri,18,2,1,0
38205,22688,Center_2,بدل تالف,Fri,17,2,1,0
28459,22689,Center_2,تجديد,Fri,21,1,1,0
33750,22690,Center_3,بدل تالف,Thu,21,1,1,0
37729,22691,Center_4,بدل تالف,Sun,10,1,1,0
48585,22692,Center_4,بدل تالف,Tue,8,1,1,1
93698,22693,Center_4,إصدار,Sat,15,1,0,1
55635,22694,Center_2,إصدار,Tue,15,1,0,1
54854,22695,Center_1,بدل تالف,Mon,21,1,1,0
86226,22696,Center_3,بدل تالف,Wed,10,1,1,0
39104,22697,Center_1,إصدار,Sat,18,0,1,0
92293,22698,Center_4,توثيق,Tue,14,2,1,1
24770,22699,Center_4,تجديد,Fri,15,0,1,0
85993,22700,Center_2,إصدار,Wed,20,1,0,1
27957,22701,Center_3,توثيق,Thu,13,1,0,0
65178,22702,Center_3,إصدار,Fri,10,1,0,0
30828,22703,Center_3,إصدار,Mon,11,1,1,0
27171,22704,Center_2,تجديد,Mon,19,3,1,1
71465,22705,Center_1,إصدار,Thu,20,1,0,1
23146,22706,Center_3,توثيق,Sat,19,0,1,0
56266,22707,Center_1,إصدار,Thu,14,3,1,0
55939,22708,Center_2,تجديد,Sat,20,3,0,1
24202,22709,Center_2,إصدار,Thu,14,1,1,0
47142,22710,Center_1,بدل تالف,Sun,10,0,1,0
73828,22711,Center_3,تجديد,Mon,13,1,1,0
97367,22712,Center_1,إصدار,Thu,12,0,1,0
69046,22713,Center_3,بدل تالف,Sun,15,2,0,1
19849,22714,Center_4,بدل تالف,Wed,19,5,1,1
69272,22715,Center_4,تجديد,Sat,16,1,1,0
30439,22716,Center_3,تجديد,Sun,8,3,1,0
92526,22717,Center_1,إصدار,Mon,11,2,1,0
88872,22718,Center_3,توثيق,Fri,15,3,0,0
45344,22719,Center_3,تجديد,Wed,8,2,1,0
98489,22720,Center_3,إصدار,Sat,12,1,0,0
63276,22721,Center_4,بدل تالف,Mon,11,0,1,0
15051,22722,Center_2,بدل تالف,Tue,17,2,1,0
59474,22723,Center_4,إصدار,Wed,18,0,1,0
85604,22724,Center_3,تجديد,Wed,9,1,0,0
26967,22725,Center_1,إصدار,Tue,15,1,1,0
31773,22726,Center_2,إصدار,Sat,14,1,1,0
84383,22727,Center_3,تجديد,Fri,12,3,1,0
80417,22728,Center_2,توثيق,Mon,19,1,1,0
51182,22729,Center_1,توثيق,Thu,14,1,0,0
73589,22730,Center_2,توثيق,Wed,15,1,0,0
83235,22731,Center_2,إصدار,Sun,14,1,0,0
34180,22732,Center_3,تجديد,Thu,14,2,1,0
74372,22733,Center_1,توثيق,Thu,18,1,1,0
61372,22734,Center_1,تجديد,Sat,15,1,1,0
79086,22735,Center_4,توثيق,Fri,14,2,1,0
32163,22736,Center_2,بدل تالف,Sat,9,3,1,0
73089,22737,Center_3,بدل تالف,Mon,15,0,1,0
42934,22738,Center_2,تجديد,Tue,20,3,0,1
65595,22739,Center_2,توثيق,Wed,21,2,0,0
36592,22740,Center_2,تجديد,Fri,15,1,1,1
33039,22741,Center_3,تجديد,Thu,20,2,1,0
74099,22742,Center_2,تجديد,Wed,14,1,1,0
99262,22743,Center_3,إصدار,Fri,16,2,0,0
44018,22744,Center_1,توثيق,Sun,15,2,0,0
63158,22745,Center_2,توثيق,Sun,10,2,1,0
14558,22746,Center_4,تجديد,Sun,10,0,1,0
42174,22747,Center_1,بدل تالف,Sun,17,2,1,0
52631,22748,Center_4,تجديد,Mon,10,1,0,0
77687,22749,Center_2,بدل تالف,Mon,17,1,0,0
25552,22750,Center_1,توثيق,Thu,19,2,1,0
45065,22751,Center_3,توثيق,Sun,15,1,0,1
12614,22752,Center_2,تجديد,Sun,19,0,1,1
44647,22753,Center_2,إصدار,Sun,19,2,1,1
67940,22754,Center_3,توثيق,Thu,17,2,1,0
10620,22755,Center_4,توثيق,Wed,15,0,0,1
33082,22756,Center_1,توثيق,Fri,14,0,0,0
31891,22757,Center_1,إصدار,Mon,13,2,1,0
72395,22758,Center_3,توثيق,Sat,21,4,1,1
60955,22759,Center_1,تجديد,Mon,9,1,1,0
42314,22760,Center_3,بدل تالف,Thu,11,1,1,0
33500,22761,Center_4,توثيق,Mon,11,1,1,0
63685,22762,Center_4,توثيق,Thu,10,2,1,1
74783,22763,Center_1,إصدار,Fri,18,1,1,1
60189,22764,Center_3,بدل تالف,Wed,9,2,1,1
29567,22765,Center_3,بدل تالف,Fri,16,3,1,1
35978,22766,Center_3,إصدار,Thu,13,0,0,0
86089,22767,Center_3,تجديد,Wed,16,1,1,0
19630,22768,Center_1,توثيق,Sun,10,3,0,0
22003,22769,Center_2,بدل تالف,Tue,15,1,1,0
51444,22770,Center_1,بدل تالف,Mon,12,2,1,0
96184,22771,Center_3,تجديد,Tue,8,2,1,0
41607,22772,Center_2,تجديد,Sat,17,1,0,0
34821,22773,Center_2,توثيق,Sun,12,0,1,1
24601,22774,Center_1,إصدار,Mon,9,1,1,0
55904,22775,Center_3,إصدار,Wed,10,0,1,0
81657,22776,Center_3,تجديد,Fri,13,4,1,1
48557,22777,Center_3,تجديد,Wed,17,1,1,0
62523,22778,Center_3,بدل تالف,Fri,8,2,0,0
91846,22779,Center_3,تجديد,Tue,19,1,1,1
60502,22780,Center_2,بدل تالف,Wed,9,0,1,0
32098,22781,Center_1,إصدار,Tue,8,1,1,0
55902,22782,Center_1,إصدار,Sun,19,1,0,0
99067,22783,Center_4,بدل تالف,Fri,17,1,1,0
49253,22784,Center_1,توثيق,Fri,12,0,1,0
85516,22785,Center_2,إصدار,Tue,17,1,1,0
54280,22786,Center_4,توثيق,Mon,9,1,1,0
18951,22787,Center_2,بدل تالف,Wed,9,1,1,0
18117,22788,Center_1,توثيق,Wed,20,0,1,1
35979,22789,Center_2,بدل تالف,Mon,17,1,1,0
84525,22790,Center_2,بدل تالف,Sat,12,2,0,1
26915,22791,Center_1,تجديد,Sun,17,1,1,0
69261,22792,Center_2,إصدار,Tue,14,0,1,0
82964,22793,Center_4,إصدار,Fri,11,1,1,0
80440,22794,Center_4,بدل تالف,Sun,19,3,1,0
45677,22795,Center_3,توثيق,Fri,20,3,1,1
59830,22796,Center_4,تجديد,Fri,11,1,0,1
62536,22797,Center_4,توثيق,Mon,17,4,1,0
18922,22798,Center_1,إصدار,Sun,8,0,1,0
